policy_case,scenario_case,scenario_sha256,series,period,time_hour,value
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,49,12.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,50,12.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,51,12.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,52,13.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,53,13.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,54,13.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,55,13.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,56,14.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,57,14.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,58,14.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,59,14.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,60,15.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,61,15.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,62,15.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,63,15.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,64,16.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,65,16.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,66,16.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,67,16.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,68,17.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,69,17.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,70,17.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,71,17.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,72,18.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,73,18.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,74,18.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,75,18.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,76,19.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,77,19.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,78,19.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,79,19.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,80,20.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,81,20.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,82,20.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,83,20.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,84,21.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,85,21.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,86,21.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,87,21.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,88,22.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,89,22.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,90,22.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,91,22.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,92,23.0,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,93,23.25,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,94,23.5,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_container_count,95,23.75,32.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,0,0.0,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,1,0.25,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,2,0.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,3,0.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,4,1.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,5,1.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,6,1.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,7,1.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,8,2.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,9,2.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,10,2.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,11,2.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,12,3.0,17.414700212337948
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,13,3.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,14,3.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,15,3.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,16,4.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,17,4.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,18,4.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,19,4.75,13.999999999999998
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,20,5.0,18.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,21,5.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,22,5.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,23,5.75,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,24,6.0,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,25,6.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,26,6.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,27,6.75,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,28,7.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,29,7.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,30,7.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,31,7.75,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,32,8.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,33,8.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,34,8.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,35,8.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,36,9.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,37,9.25,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,38,9.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,39,9.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,40,10.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,41,10.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,42,10.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,43,10.75,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,44,11.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,45,11.25,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,46,11.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,47,11.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,48,12.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,49,12.25,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,50,12.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,51,12.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,52,13.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,53,13.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,54,13.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,55,13.75,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,56,14.0,14.196078431372333
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,57,14.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,58,14.5,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,59,14.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,60,15.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,61,15.25,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,62,15.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,63,15.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,64,16.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,65,16.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,66,16.5,24.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,67,16.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,68,17.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,69,17.25,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,70,17.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,71,17.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,72,18.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,73,18.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,74,18.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,75,18.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,76,19.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,77,19.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,78,19.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,79,19.75,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,80,20.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,81,20.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,82,20.5,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,83,20.75,28.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,84,21.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,85,21.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,86,21.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,87,21.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,88,22.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,89,22.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,90,22.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,91,22.75,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,92,23.0,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,93,23.25,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,94,23.5,0.0
C3,C3,681019642d64a6a1daa47d0330d8d1356023f2453bec024b05fbc092b93c117f,agv_lohc_count,95,23.75,0.0
