period,agv_charge_count,agv_charge_power_rt_mw,agv_container_count,agv_idle_count,agv_lohc_count,backlog,backlog_tasks,charge_deviation_mw,charge_deviation_negative_mw,charge_deviation_positive_mw,grid_buy_rt_mw,grid_deviation_mw,grid_deviation_negative_mw,grid_deviation_positive_mw,grid_rt_mw,grid_sell_rt_mw,hydrogen_inventory,hydrogen_inventory_kg,hydrogen_to_lohc_kg,lohc_deviation_mw,lohc_deviation_negative_mw,lohc_deviation_positive_mw,lohc_inventory,lohc_inventory_kg,lohc_outbound_kg,lohc_outbound_normalized,lohc_power_rt_mw,lohc_production_kg,soc,spill_deviation_mw,spill_deviation_negative_mw,spill_deviation_positive_mw,spill_rt_mw,task_done
10,7.822152911653161,1.173322936747974,34.5679012345679,17.60994585377894,0.0,0.0,0.0,0.0,-0.0,0.0,9.999999999999993,9.999999999999996,0.0,9.999999999999993,9.999999999999993,0.0,0.612503152250818,1255.6314621141769,33.334394209390766,0.0,-0.0,0.0,0.8275368175563705,868.9136584341891,0.0,0.0,0.3266770632520295,32.66770632520295,0.6342855843283972,0.0,-0.0,0.0,0.0,140.0
11,3.8221529116531614,0.5733229367479742,34.5679012345679,8.43769498715119e-15,21.60994585377893,0.0,0.0,0.0,-0.0,0.0,10.24084084084084,9.579579579579585,0.0,9.579579579579574,10.24084084084084,0.0,0.6308141557347012,1293.1690192561375,33.334394209390766,0.0,-0.0,0.0,0.8586489188184686,901.581364759392,137.7634048178407,0.1312032426836578,0.3266770632520295,32.66770632520295,0.6398685380064139,0.0,-0.0,0.0,0.0,140.0
12,0.0,0.0,34.5679012345679,7.105427357601002e-15,25.432098765432094,0.0,0.0,0.0,-0.0,0.0,12.793644030219,6.5165165165165195,0.0,6.5165165165165195,12.793644030219,0.0,0.6562649634374375,1345.3431750467469,33.334394209390766,0.0,-0.0,0.0,0.7585577773969089,796.4856662667544,162.1296296296296,0.1544091710758377,0.3266770632520295,32.66770632520295,0.6341779318586207,0.0,-0.0,0.0,0.0,140.0
13,0.0,0.0,34.5679012345679,25.4320987654321,0.0,0.0,0.0,0.0,-0.0,0.0,16.096947333522294,4.864864864864865,0.0,4.864864864864858,16.096947333522294,0.0,0.6799621350162448,1393.9223767833018,33.334394209390766,0.0,-0.0,0.0,0.6352607075831692,667.0237429623277,0.0,0.0,0.3266770632520295,32.66770632520295,0.6213207890014778,0.0,-0.0,0.0,0.0,140.0
14,1.999999999999976,0.2999999999999964,34.5679012345679,17.55246818367321,5.879630581758918,0.0,0.0,0.0,-0.0,0.0,13.423974360549327,0.0,0.0,3.552713678800501e-15,13.423974360549327,0.0,0.6908828148349995,1416.309770411749,33.334394209390766,0.0,-0.0,0.0,0.6663728088452673,699.6914492875306,37.4826449587131,0.03569775710353629,0.3266770632520295,32.66770632520295,0.6139133815940704,0.0,-0.0,0.0,0.0,140.0
15,5.999999999999976,0.8999999999999964,34.5679012345679,19.432098765432126,0.0,0.0,0.0,0.0,-0.0,0.0,8.23118156775653,0.0,3.552713678800501e-15,0.0,8.23118156775653,0.0,0.6949142098811767,1424.5741302564122,33.334394209390766,0.0,-0.0,0.0,0.6617871530038291,694.8765106540205,0.0,0.0,0.3266770632520295,32.66770632520295,0.6085674819191431,0.0,-0.0,0.0,0.0,140.0
16,9.999999999999975,1.4999999999999962,34.5679012345679,15.432098765432126,0.0,0.0,0.0,0.0,-0.0,0.0,4.867217603792561,0.0,5.329070518200751e-15,0.0,4.867217603792561,0.0,0.6963151507414607,1427.4460590199944,33.334394209390766,0.0,-0.0,0.0,0.6928992542659271,727.5442169792235,0.0,0.0,0.3266770632520295,32.66770632520295,0.6111243602260213,0.0,-0.0,0.0,0.0,140.0
17,13.999999999999998,2.0999999999999996,34.5679012345679,7.105427357601002e-15,11.432098765432096,0.0,0.0,0.0,4.440892098500626e-16,0.0,7.7194698560448245,0.0,0.0,3.552713678800501e-15,7.7194698560448245,0.0,0.7015991430190156,1438.278243188982,33.334394209390766,0.0,-0.0,0.0,0.7240113555280252,760.2119233044265,72.87962962962962,0.06940917107583773,0.3266770632520295,32.66770632520295,0.6203240956757567,0.0,-0.0,0.0,0.0,140.0
18,18.0,2.6999999999999997,17.28395061728395,24.71604938271605,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4.440892098500626e-16,0.0,-0.31801801801801943,0.31801801801801943,0.7123945631146325,1460.4088543849966,255.10204081632654,0.0,-0.0,0.0,0.6857142857142855,719.9999999999998,0.0,0.0,2.5,250.0,0.6337169528186138,0.0,-0.0,0.0,0.0,70.0
19,13.999999999999996,2.099999999999999,17.28395061728395,28.716049382716054,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.2054054054054042,0.0,2.942091015256665e-15,0.0,0.2054054054054042,0.0,0.6118791503235437,1254.3522581632644,20.408163265306122,0.0,-0.0,0.0,0.9238095238095236,969.9999999999998,0.0,0.0,0.2,20.0,0.6599061062577672,0.0,-0.0,0.0,0.0,70.0
